timestamp,temp
2020-01-16T00:00:00Z,-3.260769
2020-02-16T00:00:00Z,-2.3840299
2020-03-15T00:00:00Z,2.2679696
2020-04-15T00:00:00Z,7.2749662
2020-05-15T00:00:00Z,10.540859
2020-06-15T00:00:00Z,17.50775
2020-07-15T00:00:00Z,20.868992
2020-08-15T00:00:00Z,18.623898
2020-09-15T00:00:00Z,14.895945
2020-10-15T00:00:00Z,10.832572
2020-11-15T00:00:00Z,2.1657462
2020-12-15T00:00:00Z,-1.6374042
2021-01-16T00:00:00Z,-4.914389
2021-02-16T00:00:00Z,-1.2445211
2021-03-15T00:00:00Z,3.1081882
2021-04-15T00:00:00Z,10.333605
2021-05-15T00:00:00Z,11.546337
2021-06-15T00:00:00Z,16.918465
2021-07-15T00:00:00Z,20.826721
2021-08-15T00:00:00Z,19.296255
2021-09-15T00:00:00Z,15.933341
2021-10-15T00:00:00Z,9.7225685
2021-11-15T00:00:00Z,3.8800151
2021-12-15T00:00:00Z,-2.3781374
2022-01-16T00:00:00Z,-1.4805794
2022-02-16T00:00:00Z,-1.538812
2022-03-15T00:00:00Z,5.9862647
2022-04-15T00:00:00Z,7.439067
2022-05-15T00:00:00Z,13.104648
2022-06-15T00:00:00Z,19.661741
2022-07-15T00:00:00Z,22.022314
2022-08-15T00:00:00Z,19.840254
2022-09-15T00:00:00Z,15.906121
2022-10-15T00:00:00Z,7.63531
2022-11-15T00:00:00Z,3.3094554
2022-12-15T00:00:00Z,-2.2154129
2023-01-16T00:00:00Z,-5.441537
2023-02-16T00:00:00Z,0.1942311
2023-03-15T00:00:00Z,3.23369
2023-04-15T00:00:00Z,4.2558517
2023-05-15T00:00:00Z,12.158517
2023-06-15T00:00:00Z,16.585913
2023-07-15T00:00:00Z,20.289978
2023-08-15T00:00:00Z,20.189894
2023-09-15T00:00:00Z,15.822823
2023-10-15T00:00:00Z,8.274446
2023-11-15T00:00:00Z,0.75526136
2023-12-15T00:00:00Z,-3.2204363
